,field_1,point_id,lon,lat,target,index_right,NAME,bus_stop_300,railway,n_railway,n_mobile,n_electronics,geometry
352,40,hmgU8ZxH,44.006516,56.326797,-0.52103776634595,61,Нижегородская область,7,178.90800000000002,6.0,2.0,1.0,POINT (44.006516 56.326797)
353,46,tlkZpouQ,43.948288,56.321865,-0.13205689392614678,61,Нижегородская область,8,,,2.0,3.0,POINT (43.948288 56.321865)
354,105,Bq2RhWh4,43.866774,56.348392000000004,-0.6074779602170174,61,Нижегородская область,8,621.819,13.0,1.0,7.0,POINT (43.866774 56.348392)
355,132,ujHS8P2G,43.821958,56.365497999999995,-0.650698057152551,61,Нижегородская область,4,235.14900000000003,7.0,0.0,2.0,POINT (43.821958 56.365498)
356,156,vohBRdK6,44.027034,56.319444,-0.8235784448946858,61,Нижегородская область,7,689.2860000000001,10.0,3.0,1.0,POINT (44.027034 56.319444)
357,162,t0UxAofh,43.92821,56.28733199999999,-0.002396603119545705,61,Нижегородская область,5,1642.2939999999996,7.0,0.0,4.0,POINT (43.92821 56.28733199999999)
358,172,AG9avE8M,43.951477000000004,56.235105000000004,-0.34815737860381524,61,Нижегородская область,4,125.708,36.0,0.0,3.0,POINT (43.951477 56.235105)
359,177,P96LMIRr,44.076675,56.306447999999996,-0.34815737860381524,61,Нижегородская область,2,933.2269999999999,2.0,2.0,5.0,POINT (44.076675 56.306448)
360,189,6oJCNSPc,43.956056,56.338797,-0.19688703932944732,61,Нижегородская область,3,529.338,6.0,0.0,3.0,POINT (43.956056 56.338797)
361,248,HtGYnJHb,44.042485,56.296299,-0.34815737860381524,61,Нижегородская область,4,625.829,1.0,3.0,6.0,POINT (44.042485 56.296299)
362,250,8xLLfRSF,43.88397,56.33959,-0.7803583479591522,61,Нижегородская область,4,651.444,5.0,0.0,5.0,POINT (43.88397 56.33959)
363,253,I24gbq5p,43.947623,56.320338,0.17048378462258906,61,Нижегородская область,4,1672.3529999999998,2.0,2.0,3.0,POINT (43.947623 56.320338)
364,257,HuP6vu8Y,43.877078000000004,56.261653,0.602684753977926,61,Нижегородская область,3,804.2530000000002,9.0,0.0,1.0,POINT (43.877078 56.261653)
365,269,9smvi5GH,43.990534999999994,56.314677,-0.650698057152551,61,Нижегородская область,9,131.357,7.0,8.0,5.0,POINT (43.99053499999999 56.314677)
366,274,b0sYQyFL,44.072992,56.2903,-0.17527699086168047,61,Нижегородская область,4,267.21399999999994,6.0,3.0,1.0,POINT (44.072992 56.2903)
367,278,vWhC4eBL,43.853857,56.222055000000005,-0.6939181540880848,61,Нижегородская область,5,215.559,8.0,0.0,2.0,POINT (43.853857 56.222055)
368,288,xNX8I5kF,43.868347,56.350322999999996,1.5103067896241336,61,Нижегородская область,7,211.236,38.0,1.0,6.0,POINT (43.868347 56.350323)
369,291,FU4c6TNZ,43.851009000000005,56.250287,-0.7803583479591522,61,Нижегородская область,5,295.431,9.0,3.0,2.0,POINT (43.851009 56.250287)
370,339,7NWLRjS9,43.856974,56.259358,-0.08883679699061309,61,Нижегородская область,8,331.24899999999997,5.0,0.0,1.0,POINT (43.856974 56.259358)
371,360,fmo3uo10,43.864996000000005,56.243008999999994,-0.30493728166828155,61,Нижегородская область,10,4169.225999999999,1.0,3.0,2.0,POINT (43.864996 56.24300899999999)
372,23,SJOpfpK9,82.87236800000001,54.981574,0.21370388155812275,18,Новосибирская область,5,1728.0770000000002,5.0,0.0,1.0,POINT (82.87236800000001 54.981574)
373,26,0BYKB88d,82.890947,54.984035999999996,-0.39137747553934893,18,Новосибирская область,10,1512.312,4.0,2.0,10.0,POINT (82.890947 54.984036)
374,50,p31ln7Rd,82.961589,55.039081,0.08404359075152168,18,Новосибирская область,3,282.04799999999994,14.0,0.0,8.0,POINT (82.961589 55.039081)
375,100,bW2iNSMp,82.934565,55.105543999999995,0.3865842693002575,18,Новосибирская область,2,317.086,15.0,1.0,3.0,POINT (82.93456500000001 55.10554399999999)
376,122,n7SOrDDm,82.92201700000001,55.04399300000001,0.21370388155812275,18,Новосибирская область,4,206.28000000000003,4.0,7.0,12.0,POINT (82.92201700000001 55.04399300000001)
377,136,xN7TAdHL,82.93639399999999,55.066218000000006,-0.650698057152551,18,Новосибирская область,3,421.243,12.0,0.0,2.0,POINT (82.93639399999999 55.06621800000001)
378,138,VVoIWaCa,82.90992800000001,54.936865000000004,-0.9964588326368206,18,Новосибирская область,4,,,0.0,1.0,POINT (82.90992800000001 54.936865)
379,141,sZIU9J2S,82.896969,54.980785,-0.8235784448946858,18,Новосибирская область,10,,,2.0,9.0,POINT (82.896969 54.980785)
380,147,oVyZAtf8,82.853025,54.96611600000001,-0.32654733013604836,18,Новосибирская область,2,200.367,5.0,0.0,1.0,POINT (82.853025 54.96611600000001)
381,151,cmCo8uJn,82.897109,54.983219999999996,-0.650698057152551,18,Новосибирская область,8,100.994,6.0,2.0,9.0,POINT (82.897109 54.98322)
382,166,jEMylCQY,82.961076,55.104068999999996,-0.4345975724748826,18,Новосибирская область,2,,,0.0,1.0,POINT (82.96107600000001 55.104069)
383,192,zynEGrYK,82.914099,55.059654,1.294206304946465,18,Новосибирская область,7,,,8.0,12.0,POINT (82.91409899999999 55.059654)
384,193,padKVxZ1,82.905185,54.989033,1.164546014139864,18,Новосибирская область,5,834.0020000000001,6.0,2.0,11.0,POINT (82.905185 54.989033)
385,206,hhQwsdq2,82.952805,55.013374,1.164546014139864,18,Новосибирская область,2,1207.5589999999997,2.0,7.0,4.0,POINT (82.952805 55.013374)
386,261,DkEbcUGo,82.896401,55.035830000000004,0.5162445601068586,18,Новосибирская область,3,2299.056,1.0,0.0,3.0,POINT (82.896401 55.03583)
387,272,ydC9L7Y0,83.09449599999999,54.840236,-1.1693392203789554,18,Новосибирская область,2,148.815,8.0,3.0,1.0,POINT (83.09449599999999 54.840236)
388,273,H8hoDXdE,83.002607,55.035543000000004,1.4886967411563665,18,Новосибирская область,6,1119.638,7.0,0.0,2.0,POINT (83.002607 55.035543)
389,297,t7pBweOS,82.912079,55.055884999999996,-0.6939181540880848,18,Новосибирская область,4,1728.0770000000002,5.0,9.0,14.0,POINT (82.91207900000001 55.055885)
390,325,eLaYE4WM,82.890962,54.983999999999995,0.21370388155812275,18,Новосибирская область,10,365.148,38.0,2.0,10.0,POINT (82.890962 54.98399999999999)
391,328,zq24zBHA,82.899443,55.03455400000001,0.12726368768705537,18,Новосибирская область,3,300.023,7.0,0.0,5.0,POINT (82.89944300000001 55.03455400000001)
392,343,HQWajdou,82.925985,55.014685,-0.26171718473274785,18,Новосибирская область,4,1504.714,4.0,0.0,6.0,POINT (82.925985 55.014685)
393,361,6zswhGTw,83.11036899999999,54.966570999999995,-0.7803583479591522,18,Новосибирская область,1,2468.9949999999994,2.0,0.0,1.0,POINT (83.11036899999999 54.96657099999999)
394,373,bXtjCW9X,82.96786,55.052327000000005,-0.39137747553934893,18,Новосибирская область,3,51.7,15.0,0.0,3.0,POINT (82.96786 55.05232700000001)
395,376,zYEPdy6c,82.97831,55.037668000000004,-0.26171718473274785,18,Новосибирская область,4,,,0.0,4.0,POINT (82.97830999999999 55.037668)
396,395,gy5R6Tzq,83.019867,55.00283,0.34336417236472383,18,Новосибирская область,3,2576.455000000001,4.0,2.0,1.0,POINT (83.019867 55.00283)
397,418,PJ5m7cqh,82.976488,55.056951,1.985727855915004,18,Новосибирская область,5,577.6110000000002,44.0,0.0,1.0,POINT (82.976488 55.056951)
398,44,FS7Ufln2,50.21569,53.239158999999994,0.3865842693002575,30,Самарская область,0,2306.593,3.0,2.0,6.0,POINT (50.21569 53.23915899999999)
399,62,Mk1D78ip,50.126073999999996,53.187828,-1.1693392203789554,30,Самарская область,2,664.39,19.0,0.0,1.0,POINT (50.126074 53.187828)
400,67,3uG2b8Ye,50.263857,53.218848,2.6340293099480094,30,Самарская область,3,330.015,6.0,1.0,5.0,POINT (50.263857 53.218848)
401,81,P2LhIYVH,50.123711,53.192857,0.9916656263977291,30,Самарская область,7,199.88199999999998,27.0,0.0,1.0,POINT (50.123711 53.192857)
402,103,Ccqm3lC6,50.262682,53.220259,3.10945037623888,30,Самарская область,3,,,1.0,4.0,POINT (50.262682 53.220259)
403,118,myPybSTm,50.181802000000005,53.212513,-0.34815737860381524,30,Самарская область,5,2584.827,3.0,1.0,3.0,POINT (50.181802 53.212513)
404,134,bBxa5jY2,50.148747,53.217110999999996,-0.4778176694104163,30,Самарская область,2,,,0.0,2.0,POINT (50.148747 53.217111)
405,139,sMvuaVtL,50.22169,53.24867,0.9484455294621955,30,Самарская область,5,226.624,15.0,4.0,6.0,POINT (50.22169 53.24867)
406,158,tkDyf0LP,50.173675,53.14038000000001,1.5967469834952008,30,Самарская область,2,505.31899999999996,48.0,0.0,3.0,POINT (50.173675 53.14038000000001)
407,169,LwZsJ4Cy,50.190391,53.191807999999995,0.9052254325266618,30,Самарская область,4,0.0,8.0,0.0,5.0,POINT (50.190391 53.19180799999999)
408,178,yQpPc4NY,50.305359,53.325718,0.34336417236472383,30,Самарская область,5,793.652,19.0,0.0,4.0,POINT (50.305359 53.325718)
409,197,aooa1N95,50.238669,53.251546999999995,0.04082349381598799,30,Самарская область,0,156.119,8.0,3.0,2.0,POINT (50.238669 53.251547)
410,204,XRbToMaK,50.270990000000005,53.275606999999994,0.9484455294621955,30,Самарская область,4,303.42999999999995,7.0,0.0,2.0,POINT (50.27099 53.27560699999999)
411,212,b3PCdEll,50.2764,53.233532,2.5043690191414085,30,Самарская область,2,438.27,26.0,0.0,0.0,POINT (50.2764 53.233532)
412,214,CEBFrSa4,50.0882,53.1224,5.702656192370902,30,Самарская область,2,1093.093,8.0,0.0,0.0,POINT (50.0882 53.1224)
413,243,H1tR9t1s,50.2633,53.22044399999999,0.12726368768705537,30,Самарская область,3,2105.3370000000004,2.0,1.0,4.0,POINT (50.2633 53.22044399999999)
414,282,xyfgfTqy,50.218369,53.346633999999995,1.683187177366268,30,Самарская область,4,287.459,6.0,0.0,1.0,POINT (50.218369 53.34663399999999)
415,286,KqXLlOgG,50.286374,53.299319999999994,0.08404359075152168,30,Самарская область,6,1373.3549999999998,6.0,0.0,1.0,POINT (50.286374 53.29931999999999)
416,300,WriLsZWE,50.191899,53.191447,0.8187852386555944,30,Самарская область,3,262.697,4.0,0.0,5.0,POINT (50.191899 53.191447)
417,316,nfG8rj1F,50.140492,53.20338100000001,0.7755651417200607,30,Самарская область,4,137.719,5.0,3.0,2.0,POINT (50.140492 53.20338100000001)
418,334,7KGXXWOd,50.248917999999996,53.24535600000001,0.25692397849365645,30,Самарская область,2,1975.5389999999995,4.0,0.0,0.0,POINT (50.248918 53.24535600000001)
419,372,f2EweR1h,50.188938,53.19136999999999,0.3865842693002575,30,Самарская область,3,303.879,27.0,0.0,5.0,POINT (50.188938 53.19136999999999)
420,384,mZTEZ4bf,50.158969,53.197251,-0.26171718473274785,30,Самарская область,3,159.85799999999998,46.0,1.0,6.0,POINT (50.158969 53.197251)
421,387,2SKYY79M,50.246331,53.212182999999996,3.2391106670454812,30,Самарская область,5,147.647,26.0,1.0,4.0,POINT (50.246331 53.212183)
422,389,ZfB8GmX1,50.188602,53.191244,0.17048378462258906,30,Самарская область,3,192.93299999999996,35.0,0.0,5.0,POINT (50.188602 53.191244)
423,404,fI0HvX5p,50.225666,53.25928100000001,0.30014407542919014,30,Самарская область,3,838.0169999999999,6.0,0.0,3.0,POINT (50.225666 53.25928100000001)
424,416,6B6HHnCd,50.121798,53.187213,0.04082349381598799,30,Самарская область,5,216.135,19.0,0.0,1.0,POINT (50.121798 53.187213)
